time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.9,0.534,0.220,0.000,-1.976,-0.500,0.017,0,0
1.4,0.534,0.220,0.000,-1.953,-0.500,0.040,0,0
1.9,0.565,0.220,0.000,-1.931,-0.500,0.062,0,0
2.4,0.565,0.220,0.000,-1.893,-0.500,0.100,0,0
2.9,0.612,0.220,0.000,-1.871,-0.500,0.122,0,0
3.4,0.653,0.220,0.000,-1.834,-0.500,0.159,0,0
3.9,0.653,0.220,0.000,-1.804,-0.500,0.189,0,0
4.4,0.687,0.220,0.000,-1.774,-0.500,0.219,0,0
4.9,0.693,0.220,0.000,-1.736,-0.500,0.257,0,0
5.4,0.658,0.220,0.000,-1.691,-0.500,0.302,0,0
5.9,0.658,0.220,0.000,-1.669,-0.500,0.324,0,0
6.4,0.604,0.220,0.000,-1.639,-0.500,0.354,0,0
6.9,0.593,0.220,0.000,-1.609,-0.500,0.384,0,0
7.4,0.557,0.220,0.000,-1.579,-0.500,0.414,0,0
7.9,0.557,0.220,0.000,-1.542,-0.500,0.451,0,0
8.4,0.527,0.220,0.000,-1.504,-0.500,0.489,0,0
8.9,0.481,0.220,0.000,-1.467,-0.500,0.526,0,0
9.4,0.466,0.220,0.000,-1.430,-0.500,0.563,0,0
9.9,0.441,0.220,0.000,-1.392,-0.500,0.601,0,0
10.4,0.441,0.220,0.000,-1.362,-0.500,0.631,0,0
10.9,0.412,0.220,0.000,-1.347,-0.500,0.646,0,0
11.4,0.412,0.220,0.000,-1.340,-0.500,0.653,0,0
11.9,0.392,0.220,-0.300,-1.310,-0.500,0.683,0,0
12.4,0.392,0.220,-0.300,-1.272,-0.501,0.721,0,0
12.9,0.379,0.220,-0.300,-1.243,-0.503,0.751,0,0
13.4,0.354,0.220,-0.300,-1.220,-0.505,0.773,0,0
13.9,0.354,0.220,-0.300,-1.183,-0.511,0.811,0,0
14.4,0.358,0.220,0.000,-1.146,-0.518,0.848,0,0
14.9,0.349,0.220,0.000,-1.110,-0.525,0.885,0,0
15.4,0.367,0.220,0.000,-1.065,-0.533,0.930,0,0
15.9,0.367,0.220,0.000,-1.036,-0.538,0.960,0,0
16.4,0.381,0.220,0.000,-0.999,-0.545,0.998,0,0
16.9,0.387,0.220,0.000,-0.962,-0.552,1.035,0,0
17.4,0.387,0.220,0.000,-0.933,-0.557,1.065,0,0
17.9,0.394,0.220,0.000,-0.904,-0.563,1.095,0,0
18.4,0.397,0.220,0.000,-0.874,-0.568,1.125,0,0
18.9,0.411,0.220,0.000,-0.830,-0.576,1.170,0,0
19.4,0.411,0.220,0.000,-0.793,-0.583,1.207,0,0
19.9,0.429,0.220,0.000,-0.749,-0.591,1.252,0,0
20.4,0.449,0.216,0.317,-0.735,-0.594,1.267,0,0
20.9,0.452,0.220,0.000,-0.683,-0.601,1.318,0,0
21.4,0.491,0.196,0.257,-0.654,-0.605,1.348,0,0
21.9,0.510,0.185,0.052,-0.614,-0.609,1.388,0,0
22.4,0.527,0.171,0.068,-0.576,-0.611,1.426,0,0
22.9,0.527,0.171,0.068,-0.547,-0.613,1.455,0,0
23.4,0.546,0.154,0.065,-0.521,-0.614,1.482,0,0
23.9,0.570,0.145,0.080,-0.505,-0.614,1.497,0,0
24.4,0.550,0.130,0.059,-0.476,-0.615,1.527,0,0
24.9,0.528,0.112,0.066,-0.458,-0.615,1.544,0,0
25.4,0.506,0.114,0.078,-0.434,-0.615,1.568,0,0
25.9,0.502,0.101,0.059,-0.411,-0.614,1.591,0,0
26.4,0.479,0.092,0.800,-0.390,-0.614,1.612,0,0
26.9,0.459,0.084,0.411,-0.371,-0.612,1.631,0,0
27.4,0.442,0.077,0.473,-0.354,-0.608,1.649,0,0
27.9,0.442,0.077,0.473,-0.344,-0.605,1.659,0,0
28.4,0.425,0.070,0.538,-0.333,-0.600,1.672,0,0
28.9,0.404,0.062,0.427,-0.322,-0.595,1.683,0,0
29.4,0.399,0.064,0.469,-0.313,-0.590,1.694,0,0
29.9,0.381,0.068,0.488,-0.305,-0.584,1.704,0,0
30.4,0.381,0.068,0.488,-0.298,-0.578,1.713,0,0
30.9,0.377,0.071,0.509,-0.291,-0.572,1.723,0,0
31.4,0.348,0.082,0.578,-0.279,-0.558,1.740,0,0
31.9,0.348,0.090,0.696,-0.273,-0.549,1.752,0,0
32.4,0.336,0.089,1.258,-0.263,-0.531,1.772,0,0
32.9,0.324,0.079,1.111,-0.259,-0.517,1.787,0,0
33.4,0.298,0.082,1.239,-0.258,-0.504,1.800,0,0
33.9,0.298,0.082,1.239,-0.259,-0.496,1.808,0,0
34.4,0.309,0.220,0.000,-0.263,-0.480,1.825,0,0
34.9,0.310,0.220,0.300,-0.282,-0.437,1.871,0,0
35.4,0.331,0.220,0.300,-0.299,-0.404,1.908,0,0
35.9,0.343,0.220,0.300,-0.322,-0.366,1.953,0,0
36.4,0.332,0.220,0.300,-0.347,-0.329,1.998,0,0
