time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.6,inf,0.000,0.000,0.000,0.000,0.000,0,0
1.1,inf,0.000,0.000,0.000,0.000,0.000,0,0
1.6,0.262,0.000,0.000,-1.197,1.488,0.012,0,0
2.1,0.262,0.000,0.000,-1.202,1.477,0.023,0,0
2.6,0.239,0.000,0.000,-1.209,1.461,0.040,0,0
3.1,0.239,0.000,0.000,-1.213,1.451,0.052,0,0
3.6,0.204,0.000,0.000,-1.221,1.429,0.075,0,0
4.1,0.204,0.000,0.000,-1.227,1.413,0.093,0,0
4.6,0.185,0.000,0.000,-1.234,1.391,0.116,0,0
5.2,0.185,0.000,0.000,-1.237,1.379,0.127,0,0
5.6,0.185,0.000,0.000,-1.241,1.368,0.139,0,0
6.2,0.157,0.000,0.000,-1.247,1.346,0.162,0,0
6.6,0.129,0.000,0.000,-1.251,1.329,0.179,0,0
7.1,0.120,0.000,0.000,-1.257,1.301,0.208,0,1
7.6,0.120,0.000,0.000,-1.262,1.272,0.237,0,1
8.1,0.120,0.000,0.000,-1.263,1.266,0.243,0,1
8.6,0.120,0.000,0.000,-1.266,1.261,0.249,0,1
9.1,0.120,0.000,0.000,-1.269,1.251,0.259,0,1
9.6,0.120,0.000,0.000,-1.273,1.241,0.271,0,1
10.1,0.120,0.000,0.000,-1.276,1.229,0.283,0,1
10.6,0.120,0.000,0.000,-1.271,1.232,0.296,0,1
11.1,0.120,0.000,0.000,-1.267,1.248,0.312,0,1
11.6,0.120,0.000,0.000,-1.261,1.262,0.328,0,1
12.1,0.120,0.000,0.000,-1.254,1.262,0.336,0,1
12.6,0.120,0.000,0.000,-1.234,1.254,0.357,0,1
13.2,0.120,0.000,0.000,-1.229,1.251,0.363,0,1
13.6,0.120,0.000,0.000,-1.221,1.245,0.373,0,1
14.1,0.128,0.000,0.000,-1.220,1.247,0.376,0,0
14.6,0.120,0.000,0.000,-1.260,1.271,0.423,0,1
15.1,0.135,0.000,0.000,-1.299,1.316,0.484,0,0
15.6,0.171,0.000,0.000,-1.313,1.358,0.528,0,0
16.1,0.199,0.000,0.000,-1.341,1.374,0.561,0,0
16.6,0.199,0.000,0.000,-1.369,1.393,0.595,0,0
17.2,0.226,0.000,0.000,-1.392,1.419,0.629,0,0
17.6,0.259,0.000,0.000,-1.407,1.448,0.663,0,0
18.1,0.259,0.000,0.000,-1.414,1.481,0.696,0,0
18.7,0.291,0.000,0.000,-1.444,1.514,0.741,0,0
19.1,0.386,0.000,0.000,-1.467,1.550,0.784,0,0
19.6,0.433,0.000,0.000,-1.474,1.560,0.796,0,0
20.2,0.424,0.000,0.000,-1.481,1.574,0.812,0,0
20.6,0.424,0.000,0.000,-1.484,1.584,0.822,0,0
21.1,0.396,0.000,0.000,-1.486,1.597,0.835,0,0
21.7,0.363,0.000,0.000,-1.486,1.607,0.845,0,0
22.1,0.325,0.000,0.000,-1.483,1.617,0.856,0,0
22.6,0.325,0.000,0.000,-1.476,1.625,0.867,0,0
23.1,0.296,0.000,0.000,-1.471,1.629,0.873,0,0
23.6,0.295,0.000,0.000,-1.465,1.630,0.879,0,0
24.2,0.295,0.000,0.000,-1.456,1.631,0.889,0,0
24.7,0.316,0.000,0.000,-1.458,1.617,0.903,0,0
25.2,0.350,0.000,0.000,-1.466,1.598,0.924,0,0
25.7,0.359,0.000,0.000,-1.463,1.585,0.942,0,0
26.2,0.359,0.000,0.000,-1.453,1.580,0.952,0,0
26.6,0.372,-0.200,-1.280,-1.444,1.574,0.964,0,0
27.1,0.365,-0.200,-1.500,-1.454,1.576,0.975,0,0
27.6,0.365,-0.109,0.376,-1.468,1.582,0.990,0,0
28.1,0.375,-0.109,0.376,-1.473,1.585,0.997,0,0
28.6,0.404,-0.170,0.481,-1.478,1.590,1.008,0,0
29.1,0.404,0.220,0.647,-1.470,1.585,1.017,0,0
29.6,0.443,-0.200,0.434,-1.461,1.577,1.029,0,0
30.1,0.335,-0.200,0.740,-1.455,1.569,1.039,0,0
30.7,0.279,0.220,0.966,-1.449,1.560,1.050,0,0
31.1,0.231,0.220,0.723,-1.441,1.547,1.065,0,0
31.7,0.231,-0.200,0.689,-1.436,1.538,1.076,0,0
32.1,0.191,-0.200,0.629,-1.429,1.532,1.089,0,0
32.6,0.174,-0.200,0.511,-1.423,1.536,1.096,0,0
33.1,0.175,0.000,0.000,-1.415,1.539,1.105,0,0
33.6,0.175,0.000,0.000,-1.409,1.542,1.112,0,0
34.1,0.156,-0.200,-0.681,-1.404,1.543,1.117,0,0
34.6,0.159,-0.200,-0.616,-1.398,1.544,1.123,0,0
35.1,0.159,-0.200,-0.152,-1.392,1.545,1.129,0,0
35.6,0.161,-0.200,0.575,-1.384,1.546,1.137,0,0
36.1,0.139,-0.200,0.615,-1.379,1.547,1.142,0,0
36.6,0.145,-0.200,0.850,-1.373,1.547,1.148,0,0
37.1,0.133,-0.200,0.850,-1.368,1.548,1.152,0,0
37.6,0.126,-0.200,1.105,-1.362,1.548,1.159,0,0
38.3,0.126,0.000,0.000,-1.358,1.549,1.163,0,0
38.6,0.125,0.000,0.000,-1.356,1.549,1.165,0,0
39.1,0.125,-0.200,0.634,-1.351,1.550,1.170,0,0
39.6,0.120,-0.169,1.421,-1.347,1.551,1.174,0,1
40.1,0.120,-0.165,1.500,-1.343,1.551,1.178,0,1
40.6,0.120,-0.165,1.500,-1.340,1.552,1.182,0,1
41.1,0.120,-0.142,1.500,-1.335,1.553,1.186,0,1
41.7,0.120,-0.142,1.500,-1.329,1.553,1.192,0,1
42.2,0.120,-0.200,0.860,-1.337,1.552,1.200,0,1
42.7,0.120,0.220,0.378,-1.355,1.550,1.219,0,1
43.1,0.120,0.220,0.753,-1.366,1.549,1.229,0,1
43.6,0.120,0.220,1.500,-1.387,1.547,1.251,0,1
44.1,0.120,0.220,1.500,-1.408,1.544,1.272,0,1
44.6,0.120,0.000,0.860,-1.423,1.543,1.287,1,1
45.1,0.120,0.220,1.500,-1.434,1.542,1.298,0,1
45.7,0.120,0.220,1.500,-1.450,1.541,1.314,0,1
46.1,0.120,0.220,1.500,-1.452,1.543,1.317,0,1
46.6,0.120,-0.200,0.696,-1.454,1.546,1.320,0,1
47.1,0.120,-0.200,1.500,-1.457,1.542,1.327,0,1
47.6,0.120,-0.200,1.500,-1.460,1.533,1.338,0,1
48.1,0.120,-0.200,1.500,-1.465,1.521,1.350,0,0
48.6,0.149,-0.200,1.500,-1.469,1.512,1.360,0,0
49.1,0.149,-0.200,1.500,-1.469,1.514,1.364,0,0
49.6,0.186,-0.200,1.500,-1.467,1.518,1.368,0,0
50.2,0.220,-0.200,1.500,-1.466,1.522,1.372,0,0
50.7,0.220,-0.113,1.500,-1.465,1.526,1.377,0,0
51.1,0.262,-0.112,1.500,-1.463,1.530,1.381,0,0
51.7,0.262,-0.112,1.500,-1.463,1.532,1.382,0,0
52.2,0.307,-0.082,1.500,-1.462,1.535,1.386,0,0
52.7,0.307,0.000,0.000,-1.462,1.535,1.386,0,0
53.1,0.307,0.000,1.000,-1.460,1.539,1.391,1,0
53.6,0.307,0.000,1.000,-1.459,1.541,1.392,1,0
54.1,0.378,0.000,1.000,-1.459,1.542,1.393,1,0
54.6,0.378,0.000,1.000,-1.447,1.549,1.407,1,0
55.1,0.391,0.000,1.000,-1.432,1.555,1.423,1,0
55.6,0.374,0.000,1.000,-1.416,1.559,1.440,1,0
56.1,0.374,0.000,1.000,-1.409,1.561,1.448,1,0
56.7,0.389,0.000,1.000,-1.401,1.562,1.456,1,0
57.2,0.389,0.000,1.000,-1.393,1.563,1.464,1,0
57.8,0.389,0.000,1.000,-1.389,1.561,1.468,1,0
58.1,0.398,0.000,1.000,-1.387,1.557,1.473,1,0
58.6,0.398,0.000,1.000,-1.386,1.555,1.475,1,0
