time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.8,inf,0.000,0.000,-0.255,-1.669,0.020,0,0
1.3,0.468,0.000,0.000,-0.217,-1.655,0.060,0,0
1.8,0.440,0.000,0.000,-0.198,-1.651,0.080,0,0
2.3,0.440,0.000,0.000,-0.178,-1.647,0.100,0,0
2.8,0.423,0.000,0.000,-0.145,-1.645,0.133,0,0
3.3,0.411,0.000,0.000,-0.112,-1.647,0.166,0,0
3.8,0.389,0.000,0.000,-0.079,-1.653,0.200,0,0
4.3,0.395,0.000,0.000,-0.054,-1.661,0.226,0,0
4.8,0.395,0.000,0.000,-0.029,-1.671,0.253,0,0
5.3,0.392,0.000,0.000,-0.011,-1.681,0.273,0,0
5.8,0.392,0.000,0.000,0.006,-1.691,0.293,0,0
6.3,0.392,0.000,0.000,0.011,-1.695,0.300,0,0
6.8,0.424,0.000,0.000,0.022,-1.703,0.313,0,0
7.3,0.439,0.000,0.000,0.047,-1.725,0.347,0,0
7.8,0.439,0.000,0.000,0.069,-1.750,0.380,0,0
8.3,0.469,0.000,0.000,0.085,-1.772,0.407,0,0
8.8,0.505,0.000,0.000,0.095,-1.789,0.427,0,0
9.3,0.505,0.000,0.000,0.101,-1.801,0.441,0,0
9.8,0.505,0.000,0.000,0.109,-1.819,0.461,0,0
10.3,0.537,0.000,0.000,0.118,-1.845,0.487,0,0
10.8,0.580,0.000,0.000,0.125,-1.877,0.521,0,0
11.3,0.626,0.000,0.000,0.128,-1.911,0.554,0,0
11.8,0.618,0.000,0.000,0.127,-1.944,0.588,0,0
12.3,0.576,0.000,0.000,0.120,-1.984,0.628,0,0
12.8,0.542,0.000,0.000,0.110,-2.016,0.661,0,0
13.3,0.542,0.000,0.000,0.093,-2.052,0.701,0,0
13.8,0.496,0.000,0.000,0.075,-2.080,0.735,0,0
14.3,0.458,0.000,0.000,0.059,-2.101,0.762,0,0
14.8,0.432,0.000,0.000,0.035,-2.125,0.795,0,0
15.3,0.400,0.000,0.000,0.003,-2.149,0.835,0,0
15.8,0.377,0.000,0.000,-0.020,-2.163,0.862,0,0
16.3,0.377,0.000,0.000,-0.038,-2.171,0.882,0,0
16.8,0.377,0.000,0.000,-0.050,-2.176,0.895,0,0
17.4,0.356,0.000,0.000,-0.069,-2.183,0.915,0,0
17.8,0.356,0.000,0.000,-0.089,-2.187,0.935,0,0
18.3,0.337,0.000,0.000,-0.108,-2.191,0.955,0,0
18.8,0.332,0.000,0.000,-0.142,-2.193,0.989,0,0
19.3,0.329,0.000,0.000,-0.175,-2.191,1.022,0,0
19.8,0.329,0.000,0.000,-0.207,-2.185,1.055,0,0
20.3,0.336,0.000,0.000,-0.233,-2.178,1.082,0,0
20.8,0.346,0.000,0.000,-0.258,-2.167,1.109,0,0
21.3,0.348,0.000,0.000,-0.293,-2.148,1.149,0,0
21.8,0.367,0.000,0.000,-0.314,-2.132,1.176,0,0
22.3,0.367,0.000,0.000,-0.334,-2.114,1.202,0,0
22.8,0.393,0.220,-0.640,-0.357,-2.089,1.237,0,0
23.3,0.426,0.220,-0.954,-0.375,-2.064,1.267,0,0
23.8,0.467,0.220,-0.935,-0.392,-2.031,1.304,0,0
24.3,0.467,0.220,-0.504,-0.401,-2.002,1.334,0,0
24.8,0.511,0.220,-0.251,-0.407,-1.980,1.357,0,0
25.3,0.547,0.220,0.406,-0.414,-1.944,1.394,0,0
25.8,0.547,0.220,0.482,-0.422,-1.915,1.424,0,0
26.3,0.586,0.220,-0.018,-0.434,-1.879,1.462,0,0
26.8,0.629,0.220,0.073,-0.449,-1.837,1.506,0,0
27.3,0.674,0.220,0.151,-0.456,-1.816,1.529,0,0
27.8,0.674,0.220,-0.000,-0.469,-1.781,1.566,0,0
28.4,0.676,0.220,-0.374,-0.480,-1.753,1.596,0,0
28.8,0.640,0.220,0.186,-0.489,-1.724,1.626,0,0
29.3,0.613,0.220,-0.292,-0.500,-1.689,1.663,0,0
29.8,0.613,0.220,-0.340,-0.509,-1.660,1.693,0,0
30.3,0.606,0.220,-0.294,-0.515,-1.638,1.716,0,0
30.8,0.587,0.220,-0.274,-0.521,-1.609,1.746,0,0
31.3,0.587,-0.200,-1.000,-0.524,-1.595,1.760,0,0
31.8,0.579,-0.200,-0.994,-0.526,-1.581,1.774,0,0
32.3,0.579,0.000,0.000,-0.526,-1.584,1.777,0,0
32.8,0.579,0.000,0.000,-0.526,-1.584,1.777,0,0
33.3,0.572,0.000,0.000,-0.526,-1.584,1.777,0,0
33.8,0.572,0.000,0.000,-0.526,-1.584,1.777,0,0
34.3,0.570,0.000,1.000,-0.526,-1.584,1.777,1,0
34.8,0.572,0.000,1.000,-0.526,-1.584,1.777,1,0
35.3,0.569,0.000,1.000,-0.525,-1.584,1.778,1,0
35.8,0.565,0.000,1.000,-0.525,-1.585,1.778,1,0
36.3,0.565,0.000,0.000,-0.525,-1.585,1.778,0,0
36.8,0.563,0.000,1.000,-0.525,-1.585,1.778,1,0
37.3,0.545,0.000,1.000,-0.525,-1.585,1.779,1,0
37.8,0.539,0.000,1.000,-0.525,-1.585,1.779,1,0
38.3,0.539,0.000,1.000,-0.524,-1.585,1.779,1,0
38.8,0.541,0.000,1.000,-0.524,-1.586,1.779,1,0
39.3,0.536,0.000,1.000,-0.524,-1.586,1.780,1,0
39.8,0.536,0.000,1.000,-0.524,-1.586,1.780,1,0
40.3,0.526,0.000,0.934,-0.524,-1.586,1.780,1,0
40.8,0.526,0.000,0.708,-0.523,-1.586,1.780,1,0
41.3,0.526,0.000,0.000,-0.523,-1.586,1.780,0,0
41.8,0.531,0.000,0.511,-0.523,-1.586,1.780,1,0
42.3,0.531,0.000,0.400,-0.523,-1.586,1.780,0,0
42.8,0.531,0.000,0.000,-0.523,-1.586,1.780,0,0
43.3,0.530,0.220,-0.251,-0.523,-1.586,1.780,0,0
43.8,0.530,0.220,-0.228,-0.524,-1.586,1.782,0,0
44.3,0.530,0.220,0.913,-0.530,-1.587,1.787,0,0
44.8,0.529,0.220,0.781,-0.546,-1.590,1.803,0,0
45.3,0.529,0.220,0.667,-0.567,-1.596,1.825,0,0
45.9,0.557,0.220,0.759,-0.574,-1.598,1.832,0,0
46.3,0.557,0.220,0.759,-0.574,-1.598,1.832,0,0
46.9,0.557,0.220,0.514,-0.588,-1.603,1.847,0,0
47.3,0.557,0.000,0.000,-0.595,-1.605,1.855,0,0
48.0,0.557,-0.050,0.000,-0.601,-1.608,1.861,0,0
48.3,0.557,0.000,0.000,-0.606,-1.610,1.866,0,0
48.8,0.561,0.000,0.000,-0.606,-1.610,1.866,0,0
49.3,0.561,0.000,1.000,-0.609,-1.611,1.870,1,0
49.8,0.561,-0.050,0.000,-0.612,-1.612,1.873,0,0
50.3,0.561,0.000,0.000,-0.613,-1.613,1.875,0,0
50.8,0.561,0.000,1.000,-0.614,-1.613,1.876,1,0
51.4,0.560,-0.050,0.000,-0.613,-1.612,1.878,0,0
