time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.7,0.175,0.000,0.000,-0.338,-1.701,0.022,0,0
1.2,0.150,0.000,0.000,-0.332,-1.723,0.045,0,0
1.7,0.150,0.000,0.000,-0.332,-1.726,0.048,0,0
2.2,0.148,0.000,0.000,-0.332,-1.728,0.050,0,0
2.7,0.148,0.000,0.000,-0.332,-1.729,0.051,0,0
3.2,0.150,0.000,0.000,-0.332,-1.730,0.052,0,0
3.7,0.150,0.000,0.000,-0.332,-1.731,0.053,0,0
4.2,0.150,0.000,0.000,-0.332,-1.732,0.054,0,0
4.8,0.150,0.000,0.000,-0.332,-1.732,0.054,0,0
5.2,0.153,0.000,0.000,-0.333,-1.733,0.055,0,0
5.7,0.146,0.000,0.000,-0.334,-1.735,0.057,0,0
6.2,0.146,0.000,0.000,-0.334,-1.736,0.058,0,0
6.7,0.152,0.000,0.000,-0.334,-1.737,0.059,0,0
7.3,0.165,0.000,0.000,-0.333,-1.738,0.061,0,0
7.7,0.186,0.000,0.000,-0.331,-1.739,0.062,0,0
8.2,0.179,0.000,0.000,-0.330,-1.739,0.064,0,0
8.8,0.179,0.000,0.000,-0.328,-1.741,0.066,0,0
9.2,0.163,0.000,0.000,-0.327,-1.742,0.067,0,0
9.7,0.158,0.000,0.000,-0.327,-1.743,0.069,0,0
10.2,0.158,0.000,0.000,-0.327,-1.744,0.070,0,0
10.7,0.158,0.000,0.000,-0.327,-1.745,0.071,0,0
11.2,0.147,0.000,0.000,-0.327,-1.747,0.073,0,0
11.8,0.126,0.000,0.000,-0.328,-1.749,0.076,0,0
12.3,0.131,0.000,0.000,-0.329,-1.751,0.077,0,0
12.7,0.120,0.000,0.000,-0.330,-1.753,0.079,0,0
13.2,0.120,0.000,0.000,-0.329,-1.754,0.081,0,1
13.7,0.120,0.000,0.000,-0.328,-1.755,0.083,0,1
14.2,0.120,0.000,0.000,-0.326,-1.756,0.085,0,1
14.7,0.120,0.000,0.000,-0.323,-1.757,0.088,0,1
15.2,0.120,0.000,0.000,-0.322,-1.759,0.090,0,1
15.7,0.120,0.000,0.000,-0.320,-1.761,0.093,0,1
16.2,0.120,0.000,0.000,-0.319,-1.764,0.096,0,1
16.7,0.120,0.000,0.000,-0.320,-1.768,0.100,0,1
17.3,0.120,0.000,0.000,-0.321,-1.770,0.102,0,1
17.7,0.120,0.000,0.000,-0.325,-1.770,0.106,0,1
18.2,0.120,0.000,0.000,-0.328,-1.769,0.109,0,1
18.7,0.120,0.000,0.000,-0.330,-1.766,0.113,0,1
19.2,0.120,0.000,0.000,-0.331,-1.763,0.116,0,1
19.7,0.120,0.000,0.000,-0.331,-1.760,0.119,0,1
20.2,0.120,0.000,0.000,-0.330,-1.757,0.122,0,1
20.7,0.120,0.000,0.000,-0.330,-1.756,0.124,0,1
21.2,0.120,0.000,0.000,-0.330,-1.754,0.125,0,1
21.8,0.122,0.000,0.000,-0.331,-1.753,0.126,0,0
22.2,0.120,0.000,0.000,-0.332,-1.753,0.128,0,0
22.7,0.131,0.000,0.000,-0.334,-1.753,0.130,0,0
23.2,0.139,0.000,0.000,-0.337,-1.752,0.133,0,0
23.7,0.157,0.000,0.000,-0.338,-1.751,0.135,0,0
24.2,0.157,0.000,0.000,-0.339,-1.749,0.137,0,0
24.7,0.163,0.000,0.000,-0.340,-1.747,0.139,0,0
25.2,0.174,0.000,0.000,-0.339,-1.745,0.141,0,0
25.7,0.174,0.000,0.042,-0.339,-1.743,0.143,0,0
26.2,0.194,0.000,0.042,-0.339,-1.743,0.143,0,0
26.7,0.194,0.000,-0.042,-0.339,-1.742,0.144,0,0
27.3,0.216,0.000,1.000,-0.339,-1.742,0.144,1,0
27.7,0.216,0.000,0.000,-0.339,-1.742,0.145,0,0
28.2,0.216,0.000,0.000,-0.340,-1.741,0.146,0,0
28.7,0.233,0.024,-0.400,-0.341,-1.741,0.147,0,0
29.2,0.229,0.024,0.400,-0.343,-1.741,0.149,0,0
29.7,0.229,0.049,0.800,-0.345,-1.740,0.150,1,0
30.2,0.218,0.049,0.800,-0.346,-1.739,0.153,1,0
30.7,0.189,0.049,0.716,-0.348,-1.737,0.155,1,0
31.2,0.192,0.000,0.316,-0.349,-1.735,0.157,0,0
31.7,0.192,0.000,0.000,-0.350,-1.733,0.159,0,0
32.2,0.196,0.000,0.000,-0.350,-1.733,0.159,0,0
32.7,0.197,0.000,0.000,-0.350,-1.732,0.160,0,0
33.2,0.197,0.000,0.000,-0.351,-1.730,0.163,0,0
33.7,0.195,0.000,0.000,-0.352,-1.729,0.164,0,0
34.3,0.184,0.000,0.000,-0.352,-1.729,0.164,0,0
34.7,0.189,0.000,0.000,-0.351,-1.739,0.175,0,0
35.2,0.189,0.000,0.000,-0.351,-1.743,0.179,0,0
35.7,0.192,0.000,0.000,-0.352,-1.742,0.180,0,0
36.2,0.189,0.000,0.000,-0.352,-1.740,0.183,0,0
36.7,0.189,0.000,0.000,-0.351,-1.737,0.185,0,0
37.2,0.183,0.000,0.000,-0.350,-1.737,0.187,0,0
37.7,0.183,0.000,0.000,-0.348,-1.737,0.189,0,0
38.3,0.183,0.000,0.000,-0.346,-1.738,0.191,0,0
38.7,0.199,0.000,0.000,-0.343,-1.739,0.195,0,0
