time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.7,inf,0.000,0.000,0.000,0.000,0.000,0,0
1.2,inf,0.000,0.000,-2.000,-0.500,0.000,0,0
1.7,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
2.2,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
2.7,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
3.2,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
3.7,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
4.2,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
4.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
5.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
5.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
6.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
6.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
7.2,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
7.7,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
8.2,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
8.7,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
9.2,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
9.7,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
10.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
10.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
11.2,0.502,0.000,0.000,-2.000,-0.500,0.000,0,0
11.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
12.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
12.7,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
13.2,0.509,0.000,0.000,-2.000,-0.500,0.000,0,0
13.7,0.509,0.000,0.000,-2.000,-0.500,0.000,0,0
14.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
14.7,0.520,0.000,0.000,-2.000,-0.500,0.000,0,0
15.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
15.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
16.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
16.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
17.2,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
17.7,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
18.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
18.7,0.509,0.000,0.000,-2.000,-0.500,0.000,0,0
19.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
19.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
20.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
20.7,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
21.2,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
21.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
22.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
22.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
23.2,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
23.7,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
24.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
24.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
25.2,0.520,0.000,0.000,-2.000,-0.500,0.000,0,0
25.7,0.520,0.000,0.000,-2.000,-0.500,0.000,0,0
26.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
26.7,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
27.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
27.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
28.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
28.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
29.2,0.524,0.000,0.000,-2.000,-0.500,0.000,0,0
29.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
30.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
30.7,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
31.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
31.7,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
32.2,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
32.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
33.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
33.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
34.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
34.7,0.520,0.000,0.000,-2.000,-0.500,0.000,0,0
35.2,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
35.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
36.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
36.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
37.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
37.7,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
38.2,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
38.7,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
39.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
39.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
40.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
40.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
41.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
41.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
42.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
42.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
43.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
43.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
44.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
44.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
45.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
45.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
46.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
46.7,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
47.2,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
47.7,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
48.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
48.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
49.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
49.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
50.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
50.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
51.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
51.7,0.524,0.000,0.000,-2.000,-0.500,0.000,0,0
52.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
52.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
53.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
53.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
54.2,0.502,0.000,0.000,-2.000,-0.500,0.000,0,0
54.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
55.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
55.7,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
56.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
56.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
57.2,0.527,0.000,0.000,-2.000,-0.500,0.000,0,0
57.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
58.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
58.7,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
59.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
59.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
60.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
60.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
61.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
61.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
62.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
62.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
63.2,0.509,0.000,0.000,-2.000,-0.500,0.000,0,0
63.7,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
64.2,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
64.7,0.506,0.000,0.000,-2.000,-0.500,0.000,0,0
65.2,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
65.7,0.527,0.000,0.000,-2.000,-0.500,0.000,0,0
66.2,0.527,0.000,0.000,-2.000,-0.500,0.000,0,0
66.7,0.503,0.000,0.000,-2.000,-0.500,0.000,0,0
67.2,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
67.7,0.524,0.000,0.000,-2.000,-0.500,0.000,0,0
68.2,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
68.7,0.525,0.000,0.000,-2.000,-0.500,0.000,0,0
69.2,0.509,0.000,0.000,-2.000,-0.500,0.000,0,0
69.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
70.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
70.7,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
71.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
71.7,0.506,0.000,0.000,-2.000,-0.500,0.000,0,0
72.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
72.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
73.2,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
73.7,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
74.2,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
74.7,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
75.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
75.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
76.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
76.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
77.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
77.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
78.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
78.7,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
79.2,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
79.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
80.2,0.522,0.000,0.000,-2.000,-0.500,0.000,0,0
80.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
81.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
81.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
82.2,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
82.7,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
83.2,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
83.7,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
84.2,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
84.7,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
85.2,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
85.7,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
86.2,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
86.7,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
87.2,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
87.7,0.526,0.000,0.000,-2.000,-0.500,0.000,0,0
88.2,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
88.7,0.526,0.000,0.000,-2.000,-0.500,0.000,0,0
89.2,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
89.7,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
90.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
90.7,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
91.2,0.521,0.000,0.000,-2.000,-0.500,0.000,0,0
91.7,0.521,0.000,0.000,-2.000,-0.500,0.000,0,0
92.2,0.524,0.000,0.000,-2.000,-0.500,0.000,0,0
92.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
93.2,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
93.7,0.508,0.000,0.000,-2.000,-0.500,0.000,0,0
94.2,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
94.7,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
95.2,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
95.7,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
96.2,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
96.7,0.505,0.000,0.000,-2.000,-0.500,0.000,0,0
97.2,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
