time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.9,0.246,0.000,0.000,2.291,0.586,0.002,0,0
1.4,0.246,0.000,0.000,2.291,0.586,0.004,0,0
1.8,0.231,0.000,0.000,2.292,0.585,0.006,0,0
2.3,0.208,0.000,0.000,2.293,0.583,0.008,0,0
2.9,0.219,0.000,0.000,2.294,0.581,0.011,0,0
3.4,0.214,0.000,0.000,2.294,0.579,0.013,0,0
3.9,0.214,0.000,0.000,2.294,0.577,0.014,0,0
4.4,0.229,0.000,0.000,2.294,0.575,0.016,0,0
4.8,0.229,0.000,0.000,2.294,0.574,0.018,0,0
5.3,0.240,0.000,0.000,2.293,0.572,0.020,0,0
5.8,0.249,0.000,0.000,2.296,0.567,0.030,0,0
6.3,0.249,0.000,0.000,2.309,0.558,0.046,0,0
6.9,0.252,0.000,0.000,2.331,0.545,0.071,0,0
7.3,0.248,0.000,0.000,2.342,0.540,0.083,0,0
7.8,0.235,0.000,0.000,2.357,0.533,0.100,0,0
8.4,0.235,0.000,0.000,2.371,0.527,0.116,0,0
8.8,0.228,0.000,0.000,2.377,0.527,0.123,0,0
9.4,0.228,0.000,0.000,2.380,0.530,0.127,0,0
9.9,0.231,0.000,0.000,2.383,0.533,0.132,0,0
10.3,0.231,0.000,0.000,2.387,0.537,0.138,0,0
10.9,0.221,0.000,0.000,2.393,0.540,0.144,0,0
11.4,0.221,0.000,0.000,2.407,0.536,0.159,0,0
11.9,0.195,0.000,0.000,2.425,0.533,0.178,0,0
12.3,0.169,0.000,0.000,2.453,0.530,0.206,0,0
12.8,0.139,0.000,0.000,2.477,0.529,0.229,0,0
13.3,0.120,0.000,0.000,2.496,0.529,0.248,0,1
13.9,0.120,0.000,0.000,2.514,0.531,0.268,0,1
14.3,0.120,0.000,0.000,2.527,0.532,0.281,0,1
14.8,0.120,0.000,0.000,2.546,0.535,0.300,0,1
15.3,0.120,0.000,0.000,2.551,0.531,0.308,0,1
15.8,0.120,0.000,0.000,2.547,0.526,0.315,0,1
16.3,0.135,0.000,0.000,2.536,0.519,0.328,0,0
16.9,0.186,0.000,0.000,2.524,0.512,0.342,0,0
17.4,0.223,0.000,0.000,2.517,0.499,0.357,0,0
17.8,0.223,0.000,0.000,2.512,0.493,0.365,0,0
18.3,0.212,0.000,0.000,2.506,0.486,0.373,0,0
18.8,0.175,0.000,0.000,2.501,0.483,0.379,0,0
19.3,0.159,0.000,0.000,2.497,0.480,0.384,0,0
19.8,0.141,0.000,0.000,2.492,0.478,0.389,0,0
20.3,0.141,0.000,0.000,2.490,0.478,0.392,0,0
20.9,0.121,0.000,0.400,2.488,0.479,0.394,0,0
21.3,0.120,0.009,0.172,2.487,0.482,0.397,0,1
21.8,0.120,0.000,0.724,2.488,0.486,0.403,1,1
22.3,0.120,0.000,0.000,2.488,0.495,0.411,0,1
22.8,0.120,0.000,0.000,2.480,0.508,0.428,0,1
23.4,0.120,0.000,0.000,2.465,0.516,0.444,0,1
23.8,0.120,0.000,0.000,2.450,0.521,0.460,0,1
24.4,0.120,0.000,0.000,2.434,0.523,0.477,0,1
24.8,0.120,0.000,0.000,2.421,0.517,0.491,0,1
25.4,0.120,0.000,0.793,2.408,0.503,0.510,1,1
25.9,0.120,0.000,-0.007,2.401,0.494,0.522,0,1
26.3,0.120,0.009,-0.572,2.401,0.479,0.537,1,1
26.8,0.120,0.028,0.000,2.402,0.465,0.551,0,1
27.4,0.120,0.000,0.400,2.404,0.463,0.554,0,1
27.9,0.120,0.000,0.793,2.405,0.461,0.556,1,1
28.4,0.120,0.000,0.862,2.405,0.460,0.557,1,1
28.8,0.120,0.009,0.462,2.404,0.458,0.559,0,1
29.3,0.120,0.047,-0.338,2.402,0.457,0.561,0,1
29.8,0.125,0.047,-0.034,2.398,0.456,0.565,0,0
30.4,0.129,0.038,0.310,2.395,0.456,0.568,0,0
30.9,0.129,0.038,0.310,2.395,0.456,0.568,0,0
31.4,0.129,0.047,0.586,2.388,0.456,0.575,1,0
31.9,0.127,0.066,0.931,2.380,0.458,0.583,0,0
